,game_id,play_id,home_team,away_team,game_date,down,ydstogo,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,qtr,yardline_100,posteam_timeouts_remaining,score_differential,posteam,defteam,posteam_timeouts_remaining,interception,fumble_lost
2,2020_01_ARI_SF,54,SF,ARI,9/13/2020,1.0,10,900.0,1800.0,3600.0,1,75.0,3.0,0.0,SF,ARI,3.0,0.0,0.0
3,2020_01_ARI_SF,93,SF,ARI,9/13/2020,1.0,10,882.0,1782.0,3582.0,1,55.0,3.0,0.0,SF,ARI,3.0,0.0,0.0
4,2020_01_ARI_SF,118,SF,ARI,9/13/2020,1.0,10,839.0,1739.0,3539.0,1,41.0,3.0,0.0,SF,ARI,3.0,0.0,0.0
5,2020_01_ARI_SF,143,SF,ARI,9/13/2020,2.0,8,801.0,1701.0,3501.0,1,39.0,3.0,0.0,SF,ARI,3.0,0.0,0.0
6,2020_01_ARI_SF,165,SF,ARI,9/13/2020,3.0,14,759.0,1659.0,3459.0,1,45.0,3.0,0.0,SF,ARI,3.0,0.0,0.0
7,2020_01_ARI_SF,197,SF,ARI,9/13/2020,4.0,3,716.0,1616.0,3416.0,1,34.0,3.0,0.0,SF,ARI,3.0,0.0,0.0
9,2020_01_ARI_SF,245,SF,ARI,9/13/2020,1.0,10,710.0,1610.0,3410.0,1,75.0,3.0,-3.0,ARI,SF,3.0,0.0,0.0
10,2020_01_ARI_SF,274,SF,ARI,9/13/2020,2.0,7,684.0,1584.0,3384.0,1,72.0,3.0,-3.0,ARI,SF,3.0,0.0,0.0
11,2020_01_ARI_SF,298,SF,ARI,9/13/2020,1.0,10,660.0,1560.0,3360.0,1,65.0,3.0,-3.0,ARI,SF,3.0,0.0,0.0
12,2020_01_ARI_SF,320,SF,ARI,9/13/2020,2.0,20,658.0,1558.0,3358.0,1,75.0,3.0,-3.0,ARI,SF,3.0,0.0,0.0
13,2020_01_ARI_SF,372,SF,ARI,9/13/2020,3.0,20,655.0,1555.0,3355.0,1,75.0,3.0,-3.0,ARI,SF,3.0,0.0,0.0
14,2020_01_ARI_SF,405,SF,ARI,9/13/2020,4.0,10,617.0,1517.0,3317.0,1,65.0,3.0,-3.0,ARI,SF,3.0,0.0,0.0
15,2020_01_ARI_SF,431,SF,ARI,9/13/2020,1.0,10,605.0,1505.0,3305.0,1,76.0,3.0,3.0,SF,ARI,3.0,0.0,0.0
18,2020_01_ARI_SF,491,SF,ARI,9/13/2020,1.0,10,593.0,1493.0,3293.0,1,75.0,3.0,-10.0,ARI,SF,3.0,0.0,0.0
