,game_id,play_id,home_team,away_team,game_date,down,ydstogo,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,qtr,yardline_100,posteam_timeouts_remaining,score_differential,posteam,defteam,posteam_timeouts_remaining,interception,fumble_lost
33,2021_01_ARI_TEN,839,TEN,ARI,9/12/2021,2.0,6,364.0,1264.0,3064.0,1,61.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
34,2021_01_ARI_TEN,863,TEN,ARI,9/12/2021,3.0,3,329.0,1229.0,3029.0,1,58.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
35,2021_01_ARI_TEN,885,TEN,ARI,9/12/2021,4.0,3,326.0,1226.0,3026.0,1,58.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
36,2021_01_ARI_TEN,911,TEN,ARI,9/12/2021,1.0,10,319.0,1219.0,3019.0,1,80.0,2.0,-10.0,TEN,ARI,2.0,0.0,0.0
37,2021_01_ARI_TEN,930,TEN,ARI,9/12/2021,2.0,16,274.0,1174.0,2974.0,1,86.0,2.0,-10.0,TEN,ARI,2.0,0.0,0.0
38,2021_01_ARI_TEN,954,TEN,ARI,9/12/2021,3.0,12,229.0,1129.0,2929.0,1,82.0,2.0,-10.0,TEN,ARI,2.0,0.0,0.0
39,2021_01_ARI_TEN,983,TEN,ARI,9/12/2021,4.0,4,190.0,1090.0,2890.0,1,74.0,2.0,-10.0,TEN,ARI,2.0,0.0,0.0
40,2021_01_ARI_TEN,1011,TEN,ARI,9/12/2021,1.0,10,144.0,1044.0,2844.0,1,68.0,2.0,-10.0,TEN,ARI,2.0,0.0,0.0
41,2021_01_ARI_TEN,1032,TEN,ARI,9/12/2021,2.0,11,109.0,1009.0,2809.0,1,69.0,2.0,-10.0,TEN,ARI,2.0,0.0,0.0
42,2021_01_ARI_TEN,1053,TEN,ARI,9/12/2021,3.0,9,66.0,966.0,2766.0,1,67.0,2.0,-10.0,TEN,ARI,2.0,0.0,0.0
43,2021_01_ARI_TEN,1072,TEN,ARI,9/12/2021,4.0,17,40.0,940.0,2740.0,1,75.0,2.0,-10.0,TEN,ARI,2.0,0.0,0.0
44,2021_01_ARI_TEN,1090,TEN,ARI,9/12/2021,1.0,10,31.0,931.0,2731.0,1,70.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
46,2021_01_ARI_TEN,1128,TEN,ARI,9/12/2021,2.0,12,900.0,900.0,2700.0,2,72.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
47,2021_01_ARI_TEN,1152,TEN,ARI,9/12/2021,3.0,2,860.0,860.0,2660.0,2,62.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
48,2021_01_ARI_TEN,1185,TEN,ARI,9/12/2021,1.0,10,856.0,856.0,2656.0,2,45.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
49,2021_01_ARI_TEN,1206,TEN,ARI,9/12/2021,2.0,7,838.0,838.0,2638.0,2,42.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
50,2021_01_ARI_TEN,1230,TEN,ARI,9/12/2021,1.0,10,798.0,798.0,2598.0,2,32.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
51,2021_01_ARI_TEN,1254,TEN,ARI,9/12/2021,2.0,7,759.0,759.0,2559.0,2,29.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
52,2021_01_ARI_TEN,1286,TEN,ARI,9/12/2021,1.0,10,740.0,740.0,2540.0,2,22.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
53,2021_01_ARI_TEN,1323,TEN,ARI,9/12/2021,1.0,13,710.0,710.0,2510.0,2,25.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
54,2021_01_ARI_TEN,1344,TEN,ARI,9/12/2021,2.0,5,663.0,663.0,2463.0,2,17.0,1.0,10.0,ARI,TEN,1.0,0.0,0.0
57,2021_01_ARI_TEN,1409,TEN,ARI,9/12/2021,1.0,10,659.0,659.0,2459.0,2,75.0,2.0,-17.0,TEN,ARI,2.0,0.0,0.0
58,2021_01_ARI_TEN,1431,TEN,ARI,9/12/2021,2.0,10,656.0,656.0,2456.0,2,75.0,2.0,-17.0,TEN,ARI,2.0,0.0,0.0
59,2021_01_ARI_TEN,1455,TEN,ARI,9/12/2021,1.0,10,628.0,628.0,2428.0,2,63.0,2.0,-17.0,TEN,ARI,2.0,0.0,0.0
60,2021_01_ARI_TEN,1476,TEN,ARI,9/12/2021,2.0,8,592.0,592.0,2392.0,2,61.0,2.0,-17.0,TEN,ARI,2.0,0.0,0.0
61,2021_01_ARI_TEN,1505,TEN,ARI,9/12/2021,1.0,10,557.0,557.0,2357.0,2,50.0,2.0,-17.0,TEN,ARI,2.0,0.0,0.0
62,2021_01_ARI_TEN,1540,TEN,ARI,9/12/2021,1.0,10,530.0,530.0,2330.0,2,11.0,2.0,-17.0,TEN,ARI,2.0,0.0,0.0
63,2021_01_ARI_TEN,1562,TEN,ARI,9/12/2021,2.0,10,527.0,527.0,2327.0,2,11.0,2.0,-17.0,TEN,ARI,2.0,0.0,0.0
64,2021_01_ARI_TEN,1584,TEN,ARI,9/12/2021,3.0,10,523.0,523.0,2323.0,2,11.0,2.0,-17.0,TEN,ARI,2.0,0.0,0.0
65,2021_01_ARI_TEN,1608,TEN,ARI,9/12/2021,1.0,1,481.0,481.0,2281.0,2,1.0,2.0,-17.0,TEN,ARI,2.0,0.0,0.0
66,2021_01_ARI_TEN,1629,TEN,ARI,9/12/2021,2.0,1,449.0,449.0,2249.0,2,1.0,2.0,-17.0,TEN,ARI,2.0,0.0,0.0
67,2021_01_ARI_TEN,1650,TEN,ARI,9/12/2021,3.0,1,414.0,414.0,2214.0,2,1.0,2.0,-17.0,TEN,ARI,2.0,0.0,0.0
70,2021_01_ARI_TEN,1703,TEN,ARI,9/12/2021,1.0,10,410.0,410.0,2210.0,2,75.0,1.0,11.0,ARI,TEN,1.0,0.0,0.0
71,2021_01_ARI_TEN,1725,TEN,ARI,9/12/2021,2.0,10,404.0,404.0,2204.0,2,75.0,1.0,11.0,ARI,TEN,1.0,0.0,0.0
72,2021_01_ARI_TEN,1747,TEN,ARI,9/12/2021,3.0,10,399.0,399.0,2199.0,2,75.0,1.0,11.0,ARI,TEN,1.0,0.0,0.0
73,2021_01_ARI_TEN,1771,TEN,ARI,9/12/2021,1.0,10,347.0,347.0,2147.0,2,57.0,1.0,11.0,ARI,TEN,1.0,0.0,0.0
74,2021_01_ARI_TEN,1792,TEN,ARI,9/12/2021,2.0,6,313.0,313.0,2113.0,2,53.0,1.0,11.0,ARI,TEN,1.0,0.0,0.0
75,2021_01_ARI_TEN,1813,TEN,ARI,9/12/2021,1.0,10,267.0,267.0,2067.0,2,45.0,1.0,11.0,ARI,TEN,1.0,0.0,0.0
76,2021_01_ARI_TEN,1834,TEN,ARI,9/12/2021,2.0,10,224.0,224.0,2024.0,2,45.0,1.0,11.0,ARI,TEN,1.0,0.0,0.0
77,2021_01_ARI_TEN,1858,TEN,ARI,9/12/2021,3.0,6,184.0,184.0,1984.0,2,41.0,1.0,11.0,ARI,TEN,1.0,0.0,0.0
78,2021_01_ARI_TEN,1882,TEN,ARI,9/12/2021,1.0,10,139.0,139.0,1939.0,2,19.0,1.0,11.0,ARI,TEN,1.0,0.0,0.0
79,2021_01_ARI_TEN,1920,TEN,ARI,9/12/2021,2.0,10,120.0,120.0,1920.0,2,19.0,1.0,11.0,ARI,TEN,1.0,0.0,0.0
80,2021_01_ARI_TEN,1955,TEN,ARI,9/12/2021,1.0,8,115.0,115.0,1915.0,2,8.0,1.0,11.0,ARI,TEN,1.0,0.0,0.0
81,2021_01_ARI_TEN,1981,TEN,ARI,9/12/2021,2.0,2,109.0,109.0,1909.0,2,2.0,1.0,11.0,ARI,TEN,1.0,0.0,0.0
84,2021_01_ARI_TEN,2050,TEN,ARI,9/12/2021,1.0,10,104.0,104.0,1904.0,2,75.0,2.0,-18.0,TEN,ARI,2.0,0.0,0.0
85,2021_01_ARI_TEN,2074,TEN,ARI,9/12/2021,2.0,1,83.0,83.0,1883.0,2,66.0,2.0,-18.0,TEN,ARI,2.0,0.0,0.0
86,2021_01_ARI_TEN,2095,TEN,ARI,9/12/2021,1.0,10,61.0,61.0,1861.0,2,50.0,2.0,-18.0,TEN,ARI,2.0,0.0,0.0
87,2021_01_ARI_TEN,2119,TEN,ARI,9/12/2021,2.0,1,42.0,42.0,1842.0,2,41.0,2.0,-18.0,TEN,ARI,2.0,0.0,0.0
88,2021_01_ARI_TEN,2148,TEN,ARI,9/12/2021,1.0,10,37.0,37.0,1837.0,2,37.0,2.0,-18.0,TEN,ARI,2.0,0.0,0.0
90,2021_01_ARI_TEN,2189,TEN,ARI,9/12/2021,2.0,6,33.0,33.0,1833.0,2,33.0,1.0,-18.0,TEN,ARI,1.0,0.0,0.0
91,2021_01_ARI_TEN,2222,TEN,ARI,9/12/2021,2.0,1,28.0,28.0,1828.0,2,28.0,1.0,-18.0,TEN,ARI,1.0,0.0,0.0
92,2021_01_ARI_TEN,2244,TEN,ARI,9/12/2021,3.0,1,24.0,24.0,1824.0,2,28.0,1.0,-18.0,TEN,ARI,1.0,0.0,0.0
93,2021_01_ARI_TEN,2266,TEN,ARI,9/12/2021,4.0,1,19.0,19.0,1819.0,2,28.0,1.0,-18.0,TEN,ARI,1.0,0.0,0.0
94,2021_01_ARI_TEN,2287,TEN,ARI,9/12/2021,1.0,10,14.0,14.0,1814.0,2,64.0,1.0,18.0,ARI,TEN,1.0,0.0,0.0
97,2021_01_ARI_TEN,2345,TEN,ARI,9/12/2021,1.0,10,8.0,8.0,1808.0,2,52.0,0.0,18.0,ARI,TEN,0.0,0.0,0.0
98,2021_01_ARI_TEN,2367,TEN,ARI,9/12/2021,2.0,10,2.0,2.0,1802.0,2,52.0,0.0,18.0,ARI,TEN,0.0,0.0,0.0
101,2021_01_ARI_TEN,2444,TEN,ARI,9/12/2021,1.0,10,893.0,1793.0,1793.0,3,84.0,3.0,18.0,ARI,TEN,3.0,0.0,0.0
102,2021_01_ARI_TEN,2465,TEN,ARI,9/12/2021,2.0,6,858.0,1758.0,1758.0,3,80.0,3.0,18.0,ARI,TEN,3.0,0.0,0.0
103,2021_01_ARI_TEN,2503,TEN,ARI,9/12/2021,3.0,3,834.0,1734.0,1734.0,3,77.0,3.0,18.0,ARI,TEN,3.0,1.0,0.0
104,2021_01_ARI_TEN,2529,TEN,ARI,9/12/2021,1.0,10,822.0,1722.0,1722.0,3,32.0,3.0,-18.0,TEN,ARI,3.0,0.0,0.0
105,2021_01_ARI_TEN,2553,TEN,ARI,9/12/2021,1.0,10,779.0,1679.0,1679.0,3,13.0,3.0,-18.0,TEN,ARI,3.0,0.0,0.0
108,2021_01_ARI_TEN,2609,TEN,ARI,9/12/2021,1.0,10,775.0,1675.0,1675.0,3,75.0,3.0,11.0,ARI,TEN,3.0,0.0,0.0
109,2021_01_ARI_TEN,2633,TEN,ARI,9/12/2021,1.0,10,735.0,1635.0,1635.0,3,46.0,3.0,11.0,ARI,TEN,3.0,0.0,0.0
110,2021_01_ARI_TEN,2654,TEN,ARI,9/12/2021,2.0,7,712.0,1612.0,1612.0,3,43.0,3.0,11.0,ARI,TEN,3.0,0.0,0.0
111,2021_01_ARI_TEN,2690,TEN,ARI,9/12/2021,1.0,10,686.0,1586.0,1586.0,3,33.0,3.0,11.0,ARI,TEN,3.0,0.0,0.0
112,2021_01_ARI_TEN,2716,TEN,ARI,9/12/2021,2.0,3,650.0,1550.0,1550.0,3,26.0,3.0,11.0,ARI,TEN,3.0,0.0,0.0
114,2021_01_ARI_TEN,2766,TEN,ARI,9/12/2021,3.0,3,645.0,1545.0,1545.0,3,26.0,2.0,11.0,ARI,TEN,2.0,0.0,0.0
117,2021_01_ARI_TEN,2833,TEN,ARI,9/12/2021,1.0,10,640.0,1540.0,1540.0,3,75.0,3.0,-18.0,TEN,ARI,3.0,0.0,0.0
118,2021_01_ARI_TEN,2856,TEN,ARI,9/12/2021,1.0,15,640.0,1540.0,1540.0,3,80.0,3.0,-18.0,TEN,ARI,3.0,0.0,0.0
119,2021_01_ARI_TEN,2880,TEN,ARI,9/12/2021,2.0,6,608.0,1508.0,1508.0,3,71.0,3.0,-18.0,TEN,ARI,3.0,0.0,0.0
120,2021_01_ARI_TEN,2901,TEN,ARI,9/12/2021,3.0,5,569.0,1469.0,1469.0,3,70.0,3.0,-18.0,TEN,ARI,3.0,1.0,0.0
121,2021_01_ARI_TEN,2927,TEN,ARI,9/12/2021,1.0,10,561.0,1461.0,1461.0,3,53.0,2.0,18.0,ARI,TEN,2.0,0.0,0.0
122,2021_01_ARI_TEN,2949,TEN,ARI,9/12/2021,2.0,10,554.0,1454.0,1454.0,3,53.0,2.0,18.0,ARI,TEN,2.0,0.0,0.0
123,2021_01_ARI_TEN,2982,TEN,ARI,9/12/2021,3.0,10,550.0,1450.0,1450.0,3,53.0,2.0,18.0,ARI,TEN,2.0,0.0,0.0
124,2021_01_ARI_TEN,3001,TEN,ARI,9/12/2021,4.0,17,512.0,1412.0,1412.0,3,60.0,2.0,18.0,ARI,TEN,2.0,0.0,0.0
125,2021_01_ARI_TEN,3020,TEN,ARI,9/12/2021,1.0,10,505.0,1405.0,1405.0,3,90.0,3.0,-18.0,TEN,ARI,3.0,0.0,0.0
126,2021_01_ARI_TEN,3041,TEN,ARI,9/12/2021,1.0,10,475.0,1375.0,1375.0,3,71.0,3.0,-18.0,TEN,ARI,3.0,0.0,0.0
127,2021_01_ARI_TEN,3062,TEN,ARI,9/12/2021,2.0,6,440.0,1340.0,1340.0,3,67.0,3.0,-18.0,TEN,ARI,3.0,0.0,0.0
128,2021_01_ARI_TEN,3083,TEN,ARI,9/12/2021,1.0,10,413.0,1313.0,1313.0,3,59.0,3.0,-18.0,TEN,ARI,3.0,0.0,0.0
129,2021_01_ARI_TEN,3106,TEN,ARI,9/12/2021,1.0,15,396.0,1296.0,1296.0,3,64.0,3.0,-18.0,TEN,ARI,3.0,0.0,0.0
130,2021_01_ARI_TEN,3127,TEN,ARI,9/12/2021,2.0,7,372.0,1272.0,1272.0,3,56.0,3.0,-18.0,TEN,ARI,3.0,0.0,0.0
131,2021_01_ARI_TEN,3148,TEN,ARI,9/12/2021,3.0,8,328.0,1228.0,1228.0,3,57.0,3.0,-18.0,TEN,ARI,3.0,0.0,1.0
132,2021_01_ARI_TEN,3177,TEN,ARI,9/12/2021,1.0,10,318.0,1218.0,1218.0,3,33.0,2.0,18.0,ARI,TEN,2.0,0.0,0.0
133,2021_01_ARI_TEN,3203,TEN,ARI,9/12/2021,1.0,10,280.0,1180.0,1180.0,3,17.0,2.0,18.0,ARI,TEN,2.0,0.0,0.0
134,2021_01_ARI_TEN,3224,TEN,ARI,9/12/2021,2.0,6,237.0,1137.0,1137.0,3,13.0,2.0,18.0,ARI,TEN,2.0,0.0,0.0
135,2021_01_ARI_TEN,3245,TEN,ARI,9/12/2021,3.0,4,191.0,1091.0,1091.0,3,11.0,2.0,18.0,ARI,TEN,2.0,0.0,0.0
138,2021_01_ARI_TEN,3310,TEN,ARI,9/12/2021,1.0,10,186.0,1086.0,1086.0,3,75.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
139,2021_01_ARI_TEN,3332,TEN,ARI,9/12/2021,2.0,10,182.0,1082.0,1082.0,3,75.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
140,2021_01_ARI_TEN,3353,TEN,ARI,9/12/2021,3.0,6,141.0,1041.0,1041.0,3,71.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
141,2021_01_ARI_TEN,3377,TEN,ARI,9/12/2021,1.0,10,110.0,1010.0,1010.0,3,61.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
142,2021_01_ARI_TEN,3398,TEN,ARI,9/12/2021,2.0,3,89.0,989.0,989.0,3,54.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
143,2021_01_ARI_TEN,3420,TEN,ARI,9/12/2021,3.0,3,86.0,986.0,986.0,3,54.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
144,2021_01_ARI_TEN,3444,TEN,ARI,9/12/2021,1.0,10,59.0,959.0,959.0,3,49.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
145,2021_01_ARI_TEN,3466,TEN,ARI,9/12/2021,2.0,10,57.0,957.0,957.0,3,49.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
146,2021_01_ARI_TEN,3488,TEN,ARI,9/12/2021,3.0,10,53.0,953.0,953.0,3,49.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
148,2021_01_ARI_TEN,3527,TEN,ARI,9/12/2021,4.0,10,48.0,948.0,948.0,3,49.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
149,2021_01_ARI_TEN,3546,TEN,ARI,9/12/2021,1.0,10,44.0,944.0,944.0,3,43.0,1.0,25.0,ARI,TEN,1.0,0.0,0.0
151,2021_01_ARI_TEN,3586,TEN,ARI,9/12/2021,2.0,4,900.0,900.0,900.0,4,37.0,1.0,25.0,ARI,TEN,1.0,0.0,0.0
153,2021_01_ARI_TEN,3624,TEN,ARI,9/12/2021,3.0,3,854.0,854.0,854.0,4,36.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
154,2021_01_ARI_TEN,3645,TEN,ARI,9/12/2021,1.0,10,809.0,809.0,809.0,4,31.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
155,2021_01_ARI_TEN,3666,TEN,ARI,9/12/2021,2.0,7,763.0,763.0,763.0,4,28.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
156,2021_01_ARI_TEN,3687,TEN,ARI,9/12/2021,3.0,5,714.0,714.0,714.0,4,26.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
157,2021_01_ARI_TEN,3708,TEN,ARI,9/12/2021,4.0,4,668.0,668.0,668.0,4,25.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
158,2021_01_ARI_TEN,3728,TEN,ARI,9/12/2021,1.0,10,664.0,664.0,664.0,4,67.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
159,2021_01_ARI_TEN,3752,TEN,ARI,9/12/2021,1.0,10,640.0,640.0,640.0,4,57.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
160,2021_01_ARI_TEN,3776,TEN,ARI,9/12/2021,2.0,2,616.0,616.0,616.0,4,49.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
161,2021_01_ARI_TEN,3804,TEN,ARI,9/12/2021,1.0,10,589.0,589.0,589.0,4,39.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
162,2021_01_ARI_TEN,3828,TEN,ARI,9/12/2021,2.0,2,562.0,562.0,562.0,4,31.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
163,2021_01_ARI_TEN,3847,TEN,ARI,9/12/2021,3.0,12,522.0,522.0,522.0,4,41.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
164,2021_01_ARI_TEN,3871,TEN,ARI,9/12/2021,4.0,5,498.0,498.0,498.0,4,34.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
165,2021_01_ARI_TEN,3893,TEN,ARI,9/12/2021,1.0,10,494.0,494.0,494.0,4,66.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
166,2021_01_ARI_TEN,3919,TEN,ARI,9/12/2021,2.0,8,453.0,453.0,453.0,4,64.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
167,2021_01_ARI_TEN,3943,TEN,ARI,9/12/2021,1.0,10,408.0,408.0,408.0,4,55.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
168,2021_01_ARI_TEN,3964,TEN,ARI,9/12/2021,2.0,4,359.0,359.0,359.0,4,49.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
169,2021_01_ARI_TEN,3987,TEN,ARI,9/12/2021,2.0,9,359.0,359.0,359.0,4,54.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
170,2021_01_ARI_TEN,4008,TEN,ARI,9/12/2021,3.0,1,309.0,309.0,309.0,4,46.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
171,2021_01_ARI_TEN,4029,TEN,ARI,9/12/2021,1.0,10,266.0,266.0,266.0,4,44.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
172,2021_01_ARI_TEN,4050,TEN,ARI,9/12/2021,2.0,9,224.0,224.0,224.0,4,43.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
173,2021_01_ARI_TEN,4071,TEN,ARI,9/12/2021,3.0,8,175.0,175.0,175.0,4,42.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
175,2021_01_ARI_TEN,4115,TEN,ARI,9/12/2021,4.0,7,127.0,127.0,127.0,4,41.0,0.0,25.0,ARI,TEN,0.0,0.0,0.0
176,2021_01_ARI_TEN,4162,TEN,ARI,9/12/2021,1.0,10,115.0,115.0,115.0,4,97.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
177,2021_01_ARI_TEN,4183,TEN,ARI,9/12/2021,2.0,2,72.0,72.0,72.0,4,89.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
178,2021_01_ARI_TEN,4204,TEN,ARI,9/12/2021,3.0,1,26.0,26.0,26.0,4,88.0,3.0,-25.0,TEN,ARI,3.0,0.0,0.0
182,2021_01_BAL_LV,55,LV,BAL,9/13/2021,1.0,10,900.0,1800.0,3600.0,1,75.0,3.0,0.0,LV,BAL,3.0,0.0,0.0
183,2021_01_BAL_LV,77,LV,BAL,9/13/2021,2.0,10,896.0,1796.0,3596.0,1,75.0,3.0,0.0,LV,BAL,3.0,0.0,0.0
184,2021_01_BAL_LV,106,LV,BAL,9/13/2021,3.0,1,853.0,1753.0,3553.0,1,66.0,3.0,0.0,LV,BAL,3.0,0.0,0.0
185,2021_01_BAL_LV,127,LV,BAL,9/13/2021,1.0,10,791.0,1691.0,3491.0,1,35.0,3.0,0.0,LV,BAL,3.0,0.0,0.0
186,2021_01_BAL_LV,148,LV,BAL,9/13/2021,2.0,11,759.0,1659.0,3459.0,1,36.0,3.0,0.0,LV,BAL,3.0,0.0,0.0
187,2021_01_BAL_LV,169,LV,BAL,9/13/2021,3.0,9,716.0,1616.0,3416.0,1,34.0,3.0,0.0,LV,BAL,3.0,0.0,0.0
188,2021_01_BAL_LV,193,LV,BAL,9/13/2021,1.0,10,681.0,1581.0,3381.0,1,21.0,3.0,0.0,LV,BAL,3.0,0.0,0.0
189,2021_01_BAL_LV,228,LV,BAL,9/13/2021,1.0,17,660.0,1560.0,3360.0,1,28.0,3.0,0.0,LV,BAL,3.0,0.0,0.0
190,2021_01_BAL_LV,250,LV,BAL,9/13/2021,2.0,17,655.0,1555.0,3355.0,1,28.0,3.0,0.0,LV,BAL,3.0,0.0,0.0
191,2021_01_BAL_LV,272,LV,BAL,9/13/2021,3.0,17,651.0,1551.0,3351.0,1,28.0,3.0,0.0,LV,BAL,3.0,0.0,0.0
192,2021_01_BAL_LV,305,LV,BAL,9/13/2021,4.0,32,637.0,1537.0,3337.0,1,43.0,3.0,0.0,LV,BAL,3.0,0.0,0.0
