,game_id,play_id,home_team,away_team,game_date,down,ydstogo,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,qtr,yardline_100,posteam_timeouts_remaining,score_differential,posteam,defteam,posteam_timeouts_remaining,interception,fumble_lost
52,2023_10_HOU_CIN,3277,CIN,HOU,11/12/2023,1.0,10,817.0,817.0,817.0,4,19.0,3.0,3.0,HOU,CIN,3.0,0.0,0.0
53,2023_10_HOU_CIN,3300,CIN,HOU,11/12/2023,2.0,10,813.0,813.0,813.0,4,19.0,3.0,3.0,HOU,CIN,3.0,0.0,0.0
54,2023_10_HOU_CIN,3322,CIN,HOU,11/12/2023,1.0,8,772.0,772.0,772.0,4,8.0,3.0,3.0,HOU,CIN,3.0,0.0,0.0
57,2023_10_HOU_CIN,3397,CIN,HOU,11/12/2023,1.0,10,764.0,764.0,764.0,4,76.0,3.0,-10.0,CIN,HOU,3.0,0.0,0.0
58,2023_10_HOU_CIN,3419,CIN,HOU,11/12/2023,2.0,8,729.0,729.0,729.0,4,74.0,3.0,-10.0,CIN,HOU,3.0,0.0,0.0
59,2023_10_HOU_CIN,3441,CIN,HOU,11/12/2023,3.0,6,688.0,688.0,688.0,4,72.0,3.0,-10.0,CIN,HOU,3.0,0.0,0.0
60,2023_10_HOU_CIN,3471,CIN,HOU,11/12/2023,1.0,10,656.0,656.0,656.0,4,53.0,3.0,-10.0,CIN,HOU,3.0,0.0,0.0
61,2023_10_HOU_CIN,3496,CIN,HOU,11/12/2023,2.0,1,614.0,614.0,614.0,4,44.0,3.0,-10.0,CIN,HOU,3.0,0.0,0.0
62,2023_10_HOU_CIN,3519,CIN,HOU,11/12/2023,3.0,1,610.0,610.0,610.0,4,44.0,3.0,-10.0,CIN,HOU,3.0,0.0,0.0
63,2023_10_HOU_CIN,3541,CIN,HOU,11/12/2023,1.0,10,584.0,584.0,584.0,4,35.0,3.0,-10.0,CIN,HOU,3.0,1.0,0.0
64,2023_10_HOU_CIN,3568,CIN,HOU,11/12/2023,1.0,10,575.0,575.0,575.0,4,76.0,3.0,10.0,HOU,CIN,3.0,0.0,0.0
65,2023_10_HOU_CIN,3597,CIN,HOU,11/12/2023,1.0,10,532.0,532.0,532.0,4,62.0,3.0,10.0,HOU,CIN,3.0,0.0,0.0
66,2023_10_HOU_CIN,3619,CIN,HOU,11/12/2023,2.0,8,491.0,491.0,491.0,4,60.0,3.0,10.0,HOU,CIN,3.0,0.0,0.0
67,2023_10_HOU_CIN,3644,CIN,HOU,11/12/2023,1.0,10,447.0,447.0,447.0,4,49.0,3.0,10.0,HOU,CIN,3.0,0.0,0.0
68,2023_10_HOU_CIN,3666,CIN,HOU,11/12/2023,2.0,8,404.0,404.0,404.0,4,47.0,3.0,10.0,HOU,CIN,3.0,0.0,0.0
69,2023_10_HOU_CIN,3688,CIN,HOU,11/12/2023,3.0,7,361.0,361.0,361.0,4,46.0,3.0,10.0,HOU,CIN,3.0,0.0,0.0
70,2023_10_HOU_CIN,3711,CIN,HOU,11/12/2023,4.0,7,356.0,356.0,356.0,4,46.0,3.0,10.0,HOU,CIN,3.0,0.0,0.0
71,2023_10_HOU_CIN,3731,CIN,HOU,11/12/2023,1.0,10,350.0,350.0,350.0,4,92.0,3.0,-10.0,CIN,HOU,3.0,0.0,0.0
72,2023_10_HOU_CIN,3761,CIN,HOU,11/12/2023,1.0,10,320.0,320.0,320.0,4,69.0,3.0,-10.0,CIN,HOU,3.0,0.0,0.0
73,2023_10_HOU_CIN,3784,CIN,HOU,11/12/2023,2.0,10,315.0,315.0,315.0,4,69.0,3.0,-10.0,CIN,HOU,3.0,0.0,0.0
74,2023_10_HOU_CIN,3807,CIN,HOU,11/12/2023,3.0,10,311.0,311.0,311.0,4,69.0,3.0,-10.0,CIN,HOU,3.0,0.0,0.0
75,2023_10_HOU_CIN,3832,CIN,HOU,11/12/2023,1.0,10,278.0,278.0,278.0,4,47.0,3.0,-10.0,CIN,HOU,3.0,0.0,0.0
76,2023_10_HOU_CIN,3857,CIN,HOU,11/12/2023,2.0,7,247.0,247.0,247.0,4,44.0,3.0,-10.0,CIN,HOU,3.0,0.0,0.0
77,2023_10_HOU_CIN,3893,CIN,HOU,11/12/2023,1.0,10,240.0,240.0,240.0,4,14.0,3.0,-10.0,CIN,HOU,3.0,1.0,0.0
78,2023_10_HOU_CIN,3921,CIN,HOU,11/12/2023,1.0,10,233.0,233.0,233.0,4,80.0,3.0,10.0,HOU,CIN,3.0,0.0,0.0
80,2023_10_HOU_CIN,3943,CIN,HOU,11/12/2023,2.0,3,227.0,227.0,227.0,4,73.0,3.0,10.0,HOU,CIN,3.0,0.0,0.0
82,2023_10_HOU_CIN,3972,CIN,HOU,11/12/2023,3.0,2,221.0,221.0,221.0,4,72.0,3.0,10.0,HOU,CIN,3.0,1.0,0.0
83,2023_10_HOU_CIN,4006,CIN,HOU,11/12/2023,1.0,4,213.0,213.0,213.0,4,4.0,1.0,-10.0,CIN,HOU,1.0,0.0,0.0
84,2023_10_HOU_CIN,4029,CIN,HOU,11/12/2023,2.0,4,208.0,208.0,208.0,4,4.0,1.0,-10.0,CIN,HOU,1.0,0.0,0.0
85,2023_10_HOU_CIN,4063,CIN,HOU,11/12/2023,1.0,1,202.0,202.0,202.0,4,1.0,1.0,-10.0,CIN,HOU,1.0,0.0,0.0
88,2023_10_HOU_CIN,4118,CIN,HOU,11/12/2023,1.0,10,198.0,198.0,198.0,4,75.0,3.0,3.0,HOU,CIN,3.0,0.0,0.0
89,2023_10_HOU_CIN,4140,CIN,HOU,11/12/2023,2.0,6,153.0,153.0,153.0,4,71.0,3.0,3.0,HOU,CIN,3.0,0.0,0.0
91,2023_10_HOU_CIN,4162,CIN,HOU,11/12/2023,3.0,3,146.0,146.0,146.0,4,68.0,3.0,3.0,HOU,CIN,3.0,0.0,0.0
92,2023_10_HOU_CIN,4192,CIN,HOU,11/12/2023,4.0,3,140.0,140.0,140.0,4,68.0,3.0,3.0,HOU,CIN,3.0,0.0,0.0
93,2023_10_HOU_CIN,4218,CIN,HOU,11/12/2023,1.0,10,130.0,130.0,130.0,4,71.0,0.0,-3.0,CIN,HOU,0.0,0.0,0.0
94,2023_10_HOU_CIN,4241,CIN,HOU,11/12/2023,2.0,10,124.0,124.0,124.0,4,71.0,0.0,-3.0,CIN,HOU,0.0,0.0,0.0
95,2023_10_HOU_CIN,4271,CIN,HOU,11/12/2023,1.0,7,113.0,113.0,113.0,4,7.0,0.0,-3.0,CIN,HOU,0.0,0.0,0.0
97,2023_10_HOU_CIN,4298,CIN,HOU,11/12/2023,2.0,14,106.0,106.0,106.0,4,14.0,0.0,-3.0,CIN,HOU,0.0,0.0,0.0
99,2023_10_HOU_CIN,4327,CIN,HOU,11/12/2023,3.0,13,102.0,102.0,102.0,4,13.0,0.0,-3.0,CIN,HOU,0.0,0.0,0.0
100,2023_10_HOU_CIN,4357,CIN,HOU,11/12/2023,4.0,13,97.0,97.0,97.0,4,13.0,0.0,-3.0,CIN,HOU,0.0,0.0,0.0
102,2023_10_HOU_CIN,4393,CIN,HOU,11/12/2023,1.0,10,93.0,93.0,93.0,4,75.0,1.0,0.0,HOU,CIN,1.0,0.0,0.0
103,2023_10_HOU_CIN,4416,CIN,HOU,11/12/2023,2.0,10,86.0,86.0,86.0,4,75.0,1.0,0.0,HOU,CIN,1.0,0.0,0.0
104,2023_10_HOU_CIN,4438,CIN,HOU,11/12/2023,3.0,6,42.0,42.0,42.0,4,71.0,1.0,0.0,HOU,CIN,1.0,0.0,0.0
105,2023_10_HOU_CIN,4463,CIN,HOU,11/12/2023,1.0,10,21.0,21.0,21.0,4,46.0,1.0,0.0,HOU,CIN,1.0,0.0,0.0
106,2023_10_HOU_CIN,4493,CIN,HOU,11/12/2023,2.0,6,15.0,15.0,15.0,4,42.0,1.0,0.0,HOU,CIN,1.0,0.0,0.0
108,2023_10_HOU_CIN,4526,CIN,HOU,11/12/2023,1.0,10,5.0,5.0,5.0,4,20.0,0.0,0.0,HOU,CIN,0.0,0.0,0.0
112,2023_10_IND_NE,62,NE,IND,11/12/2023,1.0,10,897.0,1797.0,3597.0,1,80.0,3.0,0.0,NE,IND,3.0,0.0,0.0
113,2023_10_IND_NE,84,NE,IND,11/12/2023,2.0,7,860.0,1760.0,3560.0,1,77.0,3.0,0.0,NE,IND,3.0,0.0,0.0
114,2023_10_IND_NE,116,NE,IND,11/12/2023,3.0,7,856.0,1756.0,3556.0,1,77.0,3.0,0.0,NE,IND,3.0,0.0,0.0
115,2023_10_IND_NE,141,NE,IND,11/12/2023,1.0,10,829.0,1729.0,3529.0,1,66.0,3.0,0.0,NE,IND,3.0,0.0,0.0
116,2023_10_IND_NE,163,NE,IND,11/12/2023,2.0,3,785.0,1685.0,3485.0,1,59.0,3.0,0.0,NE,IND,3.0,0.0,0.0
117,2023_10_IND_NE,185,NE,IND,11/12/2023,1.0,10,751.0,1651.0,3451.0,1,54.0,3.0,0.0,NE,IND,3.0,0.0,0.0
118,2023_10_IND_NE,210,NE,IND,11/12/2023,2.0,8,716.0,1616.0,3416.0,1,52.0,3.0,0.0,NE,IND,3.0,0.0,0.0
119,2023_10_IND_NE,235,NE,IND,11/12/2023,1.0,10,672.0,1572.0,3372.0,1,33.0,3.0,0.0,NE,IND,3.0,0.0,0.0
120,2023_10_IND_NE,257,NE,IND,11/12/2023,2.0,1,634.0,1534.0,3334.0,1,24.0,3.0,0.0,NE,IND,3.0,0.0,0.0
121,2023_10_IND_NE,279,NE,IND,11/12/2023,1.0,10,593.0,1493.0,3293.0,1,18.0,3.0,0.0,NE,IND,3.0,0.0,0.0
122,2023_10_IND_NE,301,NE,IND,11/12/2023,2.0,6,575.0,1475.0,3275.0,1,14.0,3.0,0.0,NE,IND,3.0,0.0,0.0
123,2023_10_IND_NE,333,NE,IND,11/12/2023,3.0,6,537.0,1437.0,3237.0,1,14.0,3.0,0.0,NE,IND,3.0,0.0,0.0
124,2023_10_IND_NE,353,NE,IND,11/12/2023,4.0,11,494.0,1394.0,3194.0,1,19.0,3.0,0.0,NE,IND,3.0,0.0,0.0
126,2023_10_IND_NE,398,NE,IND,11/12/2023,1.0,10,491.0,1391.0,3191.0,1,75.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
127,2023_10_IND_NE,421,NE,IND,11/12/2023,2.0,10,487.0,1387.0,3187.0,1,75.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
128,2023_10_IND_NE,446,NE,IND,11/12/2023,3.0,6,449.0,1349.0,3149.0,1,71.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
129,2023_10_IND_NE,476,NE,IND,11/12/2023,1.0,10,424.0,1324.0,3124.0,1,41.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
130,2023_10_IND_NE,498,NE,IND,11/12/2023,1.0,10,402.0,1302.0,3102.0,1,31.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
131,2023_10_IND_NE,520,NE,IND,11/12/2023,2.0,5,362.0,1262.0,3062.0,1,26.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
132,2023_10_IND_NE,542,NE,IND,11/12/2023,3.0,1,334.0,1234.0,3034.0,1,22.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
133,2023_10_IND_NE,564,NE,IND,11/12/2023,1.0,10,290.0,1190.0,2990.0,1,20.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
134,2023_10_IND_NE,586,NE,IND,11/12/2023,2.0,4,249.0,1149.0,2949.0,1,14.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
135,2023_10_IND_NE,608,NE,IND,11/12/2023,3.0,1,203.0,1103.0,2903.0,1,11.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
136,2023_10_IND_NE,630,NE,IND,11/12/2023,1.0,10,177.0,1077.0,2877.0,1,10.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
137,2023_10_IND_NE,652,NE,IND,11/12/2023,2.0,11,137.0,1037.0,2837.0,1,11.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
138,2023_10_IND_NE,683,NE,IND,11/12/2023,3.0,1,106.0,1006.0,2806.0,1,1.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
139,2023_10_IND_NE,705,NE,IND,11/12/2023,4.0,1,62.0,962.0,2762.0,1,1.0,3.0,-3.0,IND,NE,3.0,0.0,0.0
142,2023_10_IND_NE,776,NE,IND,11/12/2023,1.0,10,58.0,958.0,2758.0,1,75.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
143,2023_10_IND_NE,801,NE,IND,11/12/2023,2.0,3,22.0,922.0,2722.0,1,68.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
145,2023_10_IND_NE,843,NE,IND,11/12/2023,3.0,1,900.0,900.0,2700.0,2,66.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
146,2023_10_IND_NE,867,NE,IND,11/12/2023,1.0,10,866.0,866.0,2666.0,2,63.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
147,2023_10_IND_NE,908,NE,IND,11/12/2023,2.0,6,823.0,823.0,2623.0,2,59.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
148,2023_10_IND_NE,930,NE,IND,11/12/2023,3.0,4,788.0,788.0,2588.0,2,57.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
149,2023_10_IND_NE,950,NE,IND,11/12/2023,4.0,9,760.0,760.0,2560.0,2,62.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
150,2023_10_IND_NE,970,NE,IND,11/12/2023,1.0,10,753.0,753.0,2553.0,2,87.0,3.0,4.0,IND,NE,3.0,0.0,0.0
151,2023_10_IND_NE,1000,NE,IND,11/12/2023,2.0,10,745.0,745.0,2545.0,2,87.0,3.0,4.0,IND,NE,3.0,0.0,0.0
152,2023_10_IND_NE,1023,NE,IND,11/12/2023,3.0,10,741.0,741.0,2541.0,2,87.0,3.0,4.0,IND,NE,3.0,0.0,0.0
153,2023_10_IND_NE,1046,NE,IND,11/12/2023,4.0,10,737.0,737.0,2537.0,2,87.0,3.0,4.0,IND,NE,3.0,0.0,0.0
154,2023_10_IND_NE,1066,NE,IND,11/12/2023,1.0,10,723.0,723.0,2523.0,2,82.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
155,2023_10_IND_NE,1093,NE,IND,11/12/2023,2.0,15,681.0,681.0,2481.0,2,87.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
156,2023_10_IND_NE,1115,NE,IND,11/12/2023,3.0,14,647.0,647.0,2447.0,2,86.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
157,2023_10_IND_NE,1140,NE,IND,11/12/2023,4.0,3,621.0,621.0,2421.0,2,75.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
158,2023_10_IND_NE,1171,NE,IND,11/12/2023,1.0,10,610.0,610.0,2410.0,2,71.0,3.0,4.0,IND,NE,3.0,0.0,0.0
159,2023_10_IND_NE,1200,NE,IND,11/12/2023,2.0,8,569.0,569.0,2369.0,2,69.0,3.0,4.0,IND,NE,3.0,0.0,0.0
160,2023_10_IND_NE,1230,NE,IND,11/12/2023,3.0,1,546.0,546.0,2346.0,2,62.0,3.0,4.0,IND,NE,3.0,0.0,0.0
161,2023_10_IND_NE,1252,NE,IND,11/12/2023,4.0,1,506.0,506.0,2306.0,2,62.0,3.0,4.0,IND,NE,3.0,0.0,0.0
162,2023_10_IND_NE,1272,NE,IND,11/12/2023,1.0,10,500.0,500.0,2300.0,2,80.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
163,2023_10_IND_NE,1301,NE,IND,11/12/2023,2.0,9,464.0,464.0,2264.0,2,79.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
164,2023_10_IND_NE,1326,NE,IND,11/12/2023,3.0,2,427.0,427.0,2227.0,2,72.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
165,2023_10_IND_NE,1346,NE,IND,11/12/2023,4.0,9,397.0,397.0,2197.0,2,79.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
166,2023_10_IND_NE,1364,NE,IND,11/12/2023,1.0,10,388.0,388.0,2188.0,2,80.0,3.0,4.0,IND,NE,3.0,0.0,0.0
167,2023_10_IND_NE,1401,NE,IND,11/12/2023,1.0,10,351.0,351.0,2151.0,2,59.0,3.0,4.0,IND,NE,3.0,0.0,0.0
168,2023_10_IND_NE,1423,NE,IND,11/12/2023,2.0,6,314.0,314.0,2114.0,2,55.0,3.0,4.0,IND,NE,3.0,0.0,0.0
169,2023_10_IND_NE,1448,NE,IND,11/12/2023,1.0,10,288.0,288.0,2088.0,2,46.0,3.0,4.0,IND,NE,3.0,0.0,0.0
170,2023_10_IND_NE,1473,NE,IND,11/12/2023,2.0,4,262.0,262.0,2062.0,2,40.0,3.0,4.0,IND,NE,3.0,0.0,0.0
171,2023_10_IND_NE,1495,NE,IND,11/12/2023,3.0,2,239.0,239.0,2039.0,2,38.0,3.0,4.0,IND,NE,3.0,0.0,0.0
172,2023_10_IND_NE,1529,NE,IND,11/12/2023,3.0,7,230.0,230.0,2030.0,2,43.0,3.0,4.0,IND,NE,3.0,0.0,0.0
173,2023_10_IND_NE,1552,NE,IND,11/12/2023,4.0,7,221.0,221.0,2021.0,2,43.0,3.0,4.0,IND,NE,3.0,0.0,0.0
174,2023_10_IND_NE,1571,NE,IND,11/12/2023,1.0,10,214.0,214.0,2014.0,2,87.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
175,2023_10_IND_NE,1603,NE,IND,11/12/2023,2.0,2,176.0,176.0,1976.0,2,79.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
176,2023_10_IND_NE,1628,NE,IND,11/12/2023,1.0,10,152.0,152.0,1952.0,2,72.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
177,2023_10_IND_NE,1652,NE,IND,11/12/2023,1.0,15,134.0,134.0,1934.0,2,77.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
178,2023_10_IND_NE,1674,NE,IND,11/12/2023,2.0,7,120.0,120.0,1920.0,2,69.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
179,2023_10_IND_NE,1703,NE,IND,11/12/2023,3.0,3,86.0,86.0,1886.0,2,65.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
181,2023_10_IND_NE,1732,NE,IND,11/12/2023,4.0,3,78.0,78.0,1878.0,2,65.0,3.0,-4.0,NE,IND,3.0,0.0,0.0
182,2023_10_IND_NE,1757,NE,IND,11/12/2023,1.0,10,70.0,70.0,1870.0,2,80.0,2.0,4.0,IND,NE,2.0,0.0,0.0
183,2023_10_IND_NE,1779,NE,IND,11/12/2023,2.0,5,46.0,46.0,1846.0,2,75.0,2.0,4.0,IND,NE,2.0,0.0,0.0
184,2023_10_IND_NE,1809,NE,IND,11/12/2023,1.0,10,41.0,41.0,1841.0,2,62.0,2.0,4.0,IND,NE,2.0,0.0,0.0
185,2023_10_IND_NE,1843,NE,IND,11/12/2023,1.0,10,36.0,36.0,1836.0,2,57.0,2.0,4.0,IND,NE,2.0,0.0,0.0
186,2023_10_IND_NE,1866,NE,IND,11/12/2023,2.0,10,32.0,32.0,1832.0,2,57.0,2.0,4.0,IND,NE,2.0,0.0,0.0
187,2023_10_IND_NE,1889,NE,IND,11/12/2023,3.0,10,27.0,27.0,1827.0,2,57.0,2.0,4.0,IND,NE,2.0,0.0,0.0
190,2023_10_IND_NE,1914,NE,IND,11/12/2023,4.0,4,11.0,11.0,1811.0,2,51.0,1.0,4.0,IND,NE,1.0,0.0,0.0
192,2023_10_IND_NE,1953,NE,IND,11/12/2023,1.0,10,7.0,7.0,1807.0,2,39.0,0.0,4.0,IND,NE,0.0,0.0,0.0
193,2023_10_IND_NE,1981,NE,IND,11/12/2023,1.0,10,2.0,2.0,1802.0,2,53.0,2.0,-4.0,NE,IND,2.0,0.0,0.0
196,2023_10_IND_NE,2042,NE,IND,11/12/2023,1.0,10,900.0,1800.0,1800.0,3,75.0,3.0,4.0,IND,NE,3.0,0.0,0.0
197,2023_10_IND_NE,2064,NE,IND,11/12/2023,2.0,6,862.0,1762.0,1762.0,3,71.0,3.0,4.0,IND,NE,3.0,0.0,0.0
198,2023_10_IND_NE,2089,NE,IND,11/12/2023,1.0,10,827.0,1727.0,1727.0,3,57.0,3.0,4.0,IND,NE,3.0,0.0,0.0
